number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_lambda,params_subsample,state
0,1.7394927767185979e-25,2026-02-23 03:23:12.447042,2026-02-23 03:23:12.617878,0 days 00:00:00.170836,0.6624074561769746,4.330880728874676,0.08960785365368121,8,2,600,0.01555019165426488,0.8394633936788146,COMPLETE
1,9.665206016507e-05,2026-02-23 03:23:12.618596,2026-02-23 03:23:12.839641,0 days 00:00:00.221045,0.9329770563201687,0.9170225492671691,0.010636066512540286,6,3,800,0.039829941698924086,0.9879639408647978,COMPLETE
2,1.7873242086352548e-07,2026-02-23 03:23:12.840500,2026-02-23 03:23:12.964802,0 days 00:00:00.124302,0.8447411578889518,1.8318092164684585,0.03647316284911211,5,2,400,0.09212515846231674,0.7164916560792167,COMPLETE
3,9.351833796245046e-06,2026-02-23 03:23:12.965529,2026-02-23 03:23:13.166941,0 days 00:00:00.201412,0.836965827544817,0.8526206184364576,0.018187859051288217,7,1,600,1.0128002032729382,0.8056937753654446,COMPLETE
4,5.6821583992554134e-18,2026-02-23 03:23:13.167734,2026-02-23 03:23:13.222716,0 days 00:00:00.054982,0.7218455076693483,2.2007624686980067,0.18043311207136256,8,1,200,1.8141523033666782,0.9233589392465844,COMPLETE
5,0.05391903221607208,2026-02-23 03:23:13.223461,2026-02-23 03:23:13.284645,0 days 00:00:00.061184,0.7035119926400067,2.600340105889054,0.011085122517311707,5,7,200,0.10689751565977942,0.9637281608315128,COMPLETE
6,2.802596928649634e-45,2026-02-23 03:23:13.285382,2026-02-23 03:23:13.493914,0 days 00:00:00.208532,0.9757995766256756,4.609371175115584,0.18258230439200238,3,9,800,0.9412083349710854,0.9100531293444458,COMPLETE
7,0.057886697351932526,2026-02-23 03:23:13.494753,2026-02-23 03:23:13.560616,0 days 00:00:00.065863,0.7554709158757928,1.7837666334679465,0.011450964268326641,3,3,200,5.441108375656199,0.7301321323053057,COMPLETE
8,0.0013202939881011844,2026-02-23 03:23:13.561425,2026-02-23 03:23:13.673194,0 days 00:00:00.111769,0.6298202574719083,0.993578407670862,0.015252697030515175,5,10,400,3.5416296712651336,0.9208787923016158,COMPLETE
9,1.4960939154207153e-08,2026-02-23 03:23:13.673965,2026-02-23 03:23:13.731785,0 days 00:00:00.057820,0.9085081386743783,0.5793452976256486,0.08310795711416077,7,1,200,0.15251273957388442,0.8916028672163949,COMPLETE
10,2.802596928649634e-45,2026-02-23 03:23:13.732529,2026-02-23 03:23:14.068874,0 days 00:00:00.336345,0.9935496864584779,4.883839283223654,0.18255631599020622,2,10,1200,14.730992938434454,0.6071847502459279,COMPLETE
11,4.203895392974451e-45,2026-02-23 03:23:14.069684,2026-02-23 03:23:14.416820,0 days 00:00:00.347136,0.9895680834513327,4.842465731220766,0.19550037029615172,2,10,1200,18.046579829698008,0.6068744601075835,COMPLETE
12,7.006492321624085e-45,2026-02-23 03:23:14.417666,2026-02-23 03:23:14.741431,0 days 00:00:00.323765,0.9881259105415678,3.6854705866392585,0.10934484583037724,3,8,1200,19.349253952614315,0.6026268487517209,COMPLETE
13,1.9890381462731474e-23,2026-02-23 03:23:14.742278,2026-02-23 03:23:15.035347,0 days 00:00:00.293069,0.9113793190593593,3.521749297391282,0.05052823300457024,2,8,1000,0.38647453581697183,0.6908556046603515,COMPLETE
14,4.203895392974451e-45,2026-02-23 03:23:15.036202,2026-02-23 03:23:15.304496,0 days 00:00:00.268294,0.9488055775621085,4.980084946806068,0.1318695037306929,3,6,1000,0.7571991129478299,0.8578694741072344,COMPLETE
15,4.142366357933795e-23,2026-02-23 03:23:15.305326,2026-02-23 03:23:15.581144,0 days 00:00:00.275818,0.86456910202957,3.8063771821061794,0.05333517422203261,4,9,1000,6.3149845377960965,0.7599922797534859,COMPLETE
16,4.203895392974451e-45,2026-02-23 03:23:15.581971,2026-02-23 03:23:15.801344,0 days 00:00:00.219373,0.9994781034279444,3.197342331354389,0.14848726044262373,2,6,800,0.48202616103933044,0.6667858021130857,COMPLETE
17,7.973020017946651e-16,2026-02-23 03:23:15.802161,2026-02-23 03:23:16.147929,0 days 00:00:00.345768,0.7843200498072376,4.325666685829766,0.028637052414591593,4,9,1200,2.0234792110239876,0.8064114554738083,COMPLETE
18,6.258258859792818e-23,2026-02-23 03:23:16.148769,2026-02-23 03:23:16.366110,0 days 00:00:00.217341,0.8738984014847606,4.301103116736417,0.06817427011863085,4,10,800,9.712041073952607,0.7658814392851243,COMPLETE
19,4.203895392974451e-45,2026-02-23 03:23:16.366941,2026-02-23 03:23:16.649075,0 days 00:00:00.282134,0.9527437786203036,2.95990717809143,0.13044297754628775,3,5,1000,0.24464553986659787,0.6574298091639925,COMPLETE
20,4.0006201621264e-28,2026-02-23 03:23:16.649937,2026-02-23 03:23:16.815346,0 days 00:00:00.165409,0.8877756050211979,4.6791212651232215,0.10123406702511699,2,8,600,2.3691910944699592,0.869338681861774,COMPLETE
21,4.203895392974451e-45,2026-02-23 03:23:16.816153,2026-02-23 03:23:17.164127,0 days 00:00:00.347974,0.970978725245337,4.952746230758641,0.17465089390170005,2,10,1200,19.87760322639798,0.6152962138488114,COMPLETE
22,2.802596928649634e-45,2026-02-23 03:23:17.165041,2026-02-23 03:23:17.489196,0 days 00:00:00.324155,0.9944206914889636,3.993981689650612,0.1963447414212271,2,9,1200,9.595090415385382,0.6334671577529255,COMPLETE
23,4.203895392974451e-45,2026-02-23 03:23:17.490094,2026-02-23 03:23:17.773950,0 days 00:00:00.283856,0.9326195540080797,4.004181267667617,0.14532876036681383,3,9,1000,9.617560331138318,0.649632137080402,COMPLETE
24,2.1787742771574037e-37,2026-02-23 03:23:17.774840,2026-02-23 03:23:18.142707,0 days 00:00:00.367867,0.9634927455989996,4.48074174677183,0.0717563279098775,4,7,1200,4.47227652245645,0.630317842276782,COMPLETE
