number,value,datetime_start,datetime_complete,duration,params_dropout,params_filters,params_kernel_size,params_lr,user_attrs_val_metrics,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
0,15136.93310546875,2026-02-24 05:51:59.443837,2026-02-24 05:52:00.469990,0 days 00:00:01.026153,0.2,64,3,0.0011114989443094978,"{'MAE_15m': 15790.9580078125, 'RMSE_15m': 16431.37291890121, 'sMAPE_15m': 199.3647815953593, 'R2_15m': -12.041890424794694, 'MAE_30m': 14482.908203125, 'RMSE_30m': 14857.163120865302, 'sMAPE_30m': 199.39426335729817, 'R2_30m': -19.033965679726702, 'MAE_avg': 15136.93310546875, 'RMSE_avg': 15644.268019883255, 'sMAPE_avg': 199.37952247632873, 'R2_avg': -15.537928052260698}",15157.56640625,15151.919921875,COMPLETE
1,15159.4892578125,2026-02-24 05:52:00.470705,2026-02-24 05:52:01.005963,0 days 00:00:00.535258,0.2,64,3,0.0002692655251486473,,15159.4892578125,,PRUNED
2,15160.169921875,2026-02-24 05:52:01.006534,2026-02-24 05:52:02.247800,0 days 00:00:01.241266,0.3,32,7,0.000117115099555241,,15160.169921875,,PRUNED
3,15159.328125,2026-02-24 05:52:02.248409,2026-02-24 05:52:02.823238,0 days 00:00:00.574829,0.3,32,5,0.00044684675025045853,,15159.328125,,PRUNED
4,15159.232421875,2026-02-24 05:52:02.823850,2026-02-24 05:52:03.382880,0 days 00:00:00.559030,0.3,64,3,0.00018752209455786411,,15159.232421875,,PRUNED
5,15160.1474609375,2026-02-24 05:52:03.383491,2026-02-24 05:52:03.936960,0 days 00:00:00.553469,0.2,32,7,0.0003023795012558478,,15160.1474609375,,PRUNED
6,14148.3203125,2026-02-24 05:52:03.937579,2026-02-24 05:52:04.992399,0 days 00:00:01.054820,0.2,96,7,0.002869139536545374,"{'MAE_15m': 14720.734375, 'RMSE_15m': 15307.18471829487, 'sMAPE_15m': 174.82961764684617, 'R2_15m': -10.318359197228505, 'MAE_30m': 13575.90625, 'RMSE_30m': 13914.662194965424, 'sMAPE_30m': 176.82794539484485, 'R2_30m': -16.572780151024183, 'MAE_avg': 14148.3203125, 'RMSE_avg': 14610.923456630146, 'sMAPE_avg': 175.8287815208455, 'R2_avg': -13.445569674126343}",15134.232421875,14973.7607421875,COMPLETE
7,15160.5107421875,2026-02-24 05:52:04.993168,2026-02-24 05:52:05.524443,0 days 00:00:00.531275,0.0,32,3,0.0001483039268456802,,15160.5107421875,,PRUNED
8,15159.267578125,2026-02-24 05:52:05.525055,2026-02-24 05:52:06.069890,0 days 00:00:00.544835,0.3,32,7,0.0004983319160125723,,15159.267578125,,PRUNED
9,15159.8818359375,2026-02-24 05:52:06.070516,2026-02-24 05:52:06.603390,0 days 00:00:00.532874,0.0,96,5,0.00014433402406338895,,15159.8818359375,,PRUNED
