device,train_rows_raw,train_days,target_count,target_mean,target_std,target_nunique,target_nonzero_ratio,target_zero_ratio,target_p95,target_max,target_min,y_15_count,y_15_mean,y_15_std,y_15_nunique,y_15_nonzero_ratio,y_15_zero_ratio,y_15_p95,y_15_max,y_15_min,y_30_count,y_30_mean,y_30_std,y_30_nunique,y_30_nonzero_ratio,y_30_zero_ratio,y_30_p95,y_30_max,y_30_min,train_rows_labeled,min_y_nunique,min_y_std,min_y_nonzero_ratio,prefilter_reason,pass_target_prefilter
10020b75-e523-45b8-8905-4763865d6e19,17855,210,17855,-4.7027025687952674e+20,6.283873578053864e+22,11501,0.6445813497619715,0.35541865023802854,65.35780420303357,122.295837402344,-8.39667543658395e+24,11763,-7.138209161424764e+20,7.741913557185576e+22,11207,0.9525631216526397,0.047436878347360364,66.78135943412794,74.64421939849865,-8.39667543658395e+24,11689,-7.183399295563307e+20,7.76638090852045e+22,11133,0.9522628111900077,0.0477371888099923,66.80283603668225,74.64421939849865,-8.39667543658395e+24,11683,11133,7.741913557185576e+22,0.9522628111900077,,True
e43f8a7a-2d75-4902-a1a0-27748f978ebd,12086,145,12086,12.325752046811967,6.806264451208147,11530,0.9688068839980142,0.03119311600198577,28.502386093139627,42.33727645874025,0.0,11392,12.71487282013123,6.557148757090241,11238,1.0,0.0,29.15168075561521,42.33727645874025,9.155051231384276,11323,12.709939217022091,6.554746126339668,11173,1.0,0.0,29.132201576232873,42.33727645874025,9.155051231384276,11312,11173,6.554746126339668,1.0,,True
7f1a43fb-9559-4d4c-af83-aadca7fd6686,12980,157,12980,8.753529813970431,7.585123401349497,9605,0.7406009244992295,0.2593990755007704,22.911124308904004,34.1987724304199,0.0,10996,10.027429368524205,7.259513424773911,9307,0.8463986904328847,0.15360130956711532,23.62223052978515,34.1987724304199,0.0,10925,10.020280770300932,7.259657530937999,9238,0.84558352402746,0.15441647597254005,23.595885340372696,34.1987724304199,0.0,10919,9238,7.259513424773911,0.84558352402746,,True
ea267c5-5e6f-4cd9-80d9-fd8817f4b807,17201,202,17201,8.467224939385027,13.177470197444627,9558,0.5557235044474158,0.44427649555258414,36.24876976013185,92.6116714477539,0.0,10241,13.87360527297188,14.410278056469133,9416,0.9193438140806562,0.08065618591934381,41.3570518493652,92.6116714477539,0.0,10214,13.855162243659386,14.392897258377191,9389,0.9191306050518896,0.08086939494811043,41.27772033214571,92.6116714477539,0.0,10213,9389,14.392897258377191,0.9191306050518896,,True
79e54d03-0f0f-41f8-a6a8-d6e2dbf7e012,11772,150,11772,3.903738729074344,6.3923787173018,10356,0.8825178389398572,0.11748216106014271,19.14659309387207,34.3256568908691,0.0,10262,4.415619441391036,6.626153355801048,10062,0.9829467939972715,0.017053206002728513,20.03693642616275,34.3256568908691,0.0,10184,4.43429490970942,6.631799215142318,9992,0.9833071484681853,0.01669285153181461,20.059839042027786,34.3256568908691,0.0,10182,9992,6.626153355801048,0.9829467939972715,,True
788824e1-39d8-468d-baa1-c0649a20fb08,13125,157,13125,4.9079007436104805,8.029614774815366,9313,0.7174095238095238,0.28259047619047617,22.502898343404134,47.5605430603027,0.0,9134,6.88543739722384,8.74042390469375,9130,1.0,0.0,24.69207711219789,47.1974639892578,0.36196306347847,9070,6.895363024711138,8.738695756420114,9066,1.0,0.0,24.65543420314785,47.1974639892578,0.36196306347847,9022,9066,8.738695756420114,1.0,,True
e2387f36-6cbe-43de-84b4-539f74567499,11317,138,11317,5.561492537613144,3.85194221780177,9136,0.808429795882301,0.19157020411769904,12.563853549957308,17.6362361907959,0.0,8913,6.879204656909579,3.024051712837405,8911,1.0,0.0,12.71913051605223,17.6362361907959,0.3930226266384123,8854,6.879566148509597,3.0195427926253178,8852,1.0,0.0,12.713484191894516,17.6362361907959,0.3930226266384123,8848,8852,3.0195427926253178,1.0,,True
ade6f3b3-abdd-4343-9b96-3007337822ac,10828,140,10828,28.25327163315546,42.00253842968666,7362,0.7272811230144071,0.2727188769855929,118.23224693934117,183.311294555664,0.0,7663,38.994437752093944,45.065632554746735,7168,1.0,0.0,183.311294555664,183.311294555664,0.409551978111267,7613,39.00455766895364,45.056138139408354,7121,1.0,0.0,183.311294555664,183.311294555664,0.409551978111267,7607,7121,45.056138139408354,1.0,,True
684ce2ca-716e-47f0-a3b8-5cc60395f4a2,8401,110,8401,0.8310101072154328,3.3880935458865102,5977,0.7126532555648137,0.28734674443518626,0.474966138601303,60.1622009277344,0.0,5939,1.1629274989427953,3.96902678625923,5935,1.0,0.0,4.10690533916153,60.1622009277344,0.227509379386902,5909,1.1506728050902377,3.895740764853261,5905,1.0,0.0,4.093939419587444,60.1622009277344,0.227509379386902,5907,5905,3.895740764853261,1.0,,True
43509ccb-0613-415f-9115-b9a1732a9c0c,11913,144,11913,6.348332263807193,13.903961284746773,2171,0.18240577520355913,0.8175942247964408,39.88492546081542,61.9509773254395,0.0,4882,14.942987299164463,18.08940636443627,2093,0.42851290454731666,0.5714870954526833,45.40394051869713,61.9509773254395,0.0,4836,14.869643257783487,18.075666077345208,2063,0.4263854425144748,0.5736145574855253,45.379722436269155,61.9509773254395,0.0,4833,2063,18.075666077345208,0.4263854425144748,,True
