device,train_rows_raw,train_days,target_count,target_mean,target_std,target_nunique,target_nonzero_ratio,target_zero_ratio,target_p95,target_max,target_min,y_15_count,y_15_mean,y_15_std,y_15_nunique,y_15_nonzero_ratio,y_15_zero_ratio,y_15_p95,y_15_max,y_15_min,y_30_count,y_30_mean,y_30_std,y_30_nunique,y_30_nonzero_ratio,y_30_zero_ratio,y_30_p95,y_30_max,y_30_min,train_rows_labeled,min_y_nunique,min_y_std,min_y_nonzero_ratio,prefilter_reason,pass_target_prefilter
10020b75-e523-45b8-8905-4763865d6e19,17855,210,17855,18.805206142070382,14.643165474670125,2260,0.6571828619434332,0.3428171380565668,35.19625,60.0,0.0,11763,27.954482260761147,7.966429157757435,2235,0.9756864745388081,0.024313525461191872,37.316916666666664,60.0,0.0,11689,27.968435837111816,7.951720266205304,2229,0.9757036530071007,0.024296346992899308,37.31516666666667,60.0,0.0,11683,2229,7.951720266205304,0.9756864745388081,,True
e43f8a7a-2d75-4902-a1a0-27748f978ebd,12086,145,12086,5.184503661260963,8.118139425739251,2367,0.37357272877709746,0.6264272712229025,23.839375,30.0,0.0,11392,5.29800159468633,8.178504129553378,2315,0.38211025280898875,0.6178897471910112,24.19024999999999,30.0,0.0,11323,5.285723748123289,8.169822575479689,2304,0.3814360151903206,0.6185639848096794,24.137999999999995,30.0,0.0,11312,2304,8.169822575479689,0.3814360151903206,,True
7f1a43fb-9559-4d4c-af83-aadca7fd6686,12980,157,12980,11.447929314329738,8.0495775237715,2730,0.6956086286594761,0.3043913713405239,21.28333333333333,27.49,0.0,10996,13.105384079059053,7.2308934100178,2709,0.796926154965442,0.20307384503455803,21.673333333333336,27.49,0.0,10925,13.090380244088482,7.239844744606857,2706,0.7960640732265446,0.20393592677345537,21.654333333333334,27.49,0.0,10919,2706,7.2308934100178,0.7960640732265446,,True
ea267c5-5e6f-4cd9-80d9-fd8817f4b807,17201,202,17201,4.743230868360367,6.76255550199126,2164,0.3702691703970699,0.62973082960293,16.958333333333332,30.0,0.0,10241,7.781539970055008,7.152072750694796,2139,0.6093154965335417,0.39068450346645833,17.932499999999997,30.0,0.0,10214,7.775640623980158,7.148241879453136,2133,0.6092617975327981,0.39073820246720187,17.916395833333333,30.0,0.0,10213,2133,7.148241879453136,0.6092617975327981,,True
79e54d03-0f0f-41f8-a6a8-d6e2dbf7e012,11772,150,11772,5.170031267697362,7.491529049467129,1451,0.34327217125382264,0.6567278287461774,18.194833333333328,30.0,0.0,10262,5.852159236341195,7.712978298363001,1441,0.38891054375365425,0.6110894562463457,18.384749999999997,30.0,0.0,10184,5.8795277477742856,7.719450896592299,1439,0.3908091123330715,0.6091908876669285,18.398500000000002,30.0,0.0,10182,1439,7.712978298363001,0.38891054375365425,,True
788824e1-39d8-468d-baa1-c0649a20fb08,13125,157,13125,2.1682949393801967,3.4300935435997446,1365,0.31824761904761906,0.681752380952381,8.934666666666667,15.0,0.0,9134,3.0449566906829877,3.7167640347348607,1358,0.4475585723669805,0.5524414276330195,9.397333333333336,15.0,0.0,9070,3.051784021980714,3.7191985176556717,1355,0.4480705622932745,0.5519294377067254,9.402583333333332,15.0,0.0,9022,1355,3.7167640347348607,0.4475585723669805,,True
e2387f36-6cbe-43de-84b4-539f74567499,11317,138,11317,12.3503139524609,6.073401987596426,884,0.8083414332420252,0.19165856675797474,16.950666666666663,24.465,0.0,8913,15.280508863457872,0.9584956647093573,878,0.9998878043307529,0.00011219566924716706,17.32166666666667,24.465,0.0,8854,15.282064095324145,0.9611314449078449,877,0.9998870566975379,0.00011294330246216399,17.32675,24.465,0.0,8848,877,0.9584956647093573,0.9998870566975379,,True
ade6f3b3-abdd-4343-9b96-3007337822ac,10828,140,10828,5.00502366549686,5.6838741635829,2846,0.4653675655707425,0.5346324344292575,14.244124999999999,15.0,0.0,7663,6.893542291965723,5.607846706465502,2830,0.6416547044238549,0.35834529557614514,14.73,15.0,0.0,7613,6.896982573667849,5.607847973187271,2824,0.6420596348351504,0.3579403651648496,14.731333333333334,15.0,0.0,7607,2824,5.607846706465502,0.6416547044238549,,True
684ce2ca-716e-47f0-a3b8-5cc60395f4a2,8401,110,8401,0.19860393603936036,1.1214177966672925,73,0.03975717176526604,0.960242828234734,0.0,15.0,0.0,5939,0.2761528315653589,1.315513889702928,71,0.055228152887691534,0.9447718471123084,2.5,15.0,0.0,5909,0.2721929824561404,1.2978127144309108,70,0.054831612794042986,0.945168387205957,2.5,15.0,0.0,5907,70,1.2978127144309108,0.054831612794042986,,True
43509ccb-0613-415f-9115-b9a1732a9c0c,11913,144,11913,3.766174767061194,8.076261527671114,779,0.1808108788718207,0.8191891211281793,21.544166666666666,30.0,0.0,4882,8.855892564522737,10.410837446687944,766,0.42503072511265877,0.5749692748873413,23.05475,30.0,0.0,4836,8.808809794596085,10.4013926610912,761,0.4228701406120761,0.5771298593879239,23.03125,30.0,0.0,4833,761,10.4013926610912,0.4228701406120761,,True
