device,best_model,best_params,MAE_15m,RMSE_15m,sMAPE_15m,R2_15m,MAE_30m,RMSE_30m,sMAPE_30m,R2_30m,MAE_avg,RMSE_avg,sMAPE_avg,R2_avg
0eab2f31-db53-42b5-9ff1-bc0decf1e90a,XGBoost,"{""n_estimators"": 200, ""max_depth"": 4, ""learning_rate"": 0.019986211914797738, ""subsample"": 0.7592992318637883, ""colsample_bytree"": 0.6585875079747527, ""min_child_weight"": 9, ""reg_lambda"": 5.589668725103211, ""gamma"": 1.497480784623367, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",8675.8251953125,12256.444508910405,63.12607265435243,0.8547823711485047,16895.99609375,23452.17977075905,77.87404170341928,0.4912345068666901,12785.91064453125,17854.31213983473,70.50005717888585,0.6730084390075974
10020b75-e523-45b8-8905-4763865d6e19,XGBoost,"{""n_estimators"": 200, ""max_depth"": 6, ""learning_rate"": 0.020666087547155532, ""subsample"": 0.7857039502514991, ""colsample_bytree"": 0.6341331770187351, ""min_child_weight"": 10, ""reg_lambda"": 8.102824917724615, ""gamma"": 0.004697669093247203, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",1087.1488037109375,1369.785521532477,15.328326766986528,-0.28687578246581236,1166.7257080078125,1589.9435524571304,15.690772694973026,-0.09101828327068007,1126.937255859375,1479.8645369948038,15.509549730979778,-0.1889470328682462
110be74d-165d-407c-8b7c-ac8ea1a5ecd4,XGBoost,"{""n_estimators"": 1000, ""max_depth"": 5, ""learning_rate"": 0.012304045136576857, ""subsample"": 0.9476077563455207, ""colsample_bytree"": 0.6882056300959021, ""min_child_weight"": 7, ""reg_lambda"": 7.684237639021745, ""gamma"": 2.0719669107096044, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",5938.2587890625,7361.5753748773095,6.746921192790569,-1.5498910657031923,8001.5634765625,9517.135703561235,8.967468951814134,-3.7010460417433766,6969.9111328125,8439.355539219272,7.857195072302352,-2.6254685537232847
19a59e1a-d32e-4494-8bbe-48d93b5927e6,XGBoost,"{""n_estimators"": 200, ""max_depth"": 7, ""learning_rate"": 0.08310795711416077, ""subsample"": 0.8916028672163949, ""colsample_bytree"": 0.9085081386743783, ""min_child_weight"": 1, ""reg_lambda"": 0.15251273957388442, ""gamma"": 0.5793452976256486, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",284.13165283203125,752.7998156880752,129.51343220613683,0.5771723770162431,496.3642883300781,1067.0623224535668,159.11133770553928,0.08972484719229179,390.2479705810547,909.931069070821,144.31238495583807,0.33344861210426746
3ccf37fc-247d-42ae-92bb-99c08aa4d1f7,XGBoost,"{""n_estimators"": 200, ""max_depth"": 8, ""learning_rate"": 0.18043311207136256, ""subsample"": 0.9233589392465844, ""colsample_bytree"": 0.7218455076693483, ""min_child_weight"": 1, ""reg_lambda"": 1.8141523033666782, ""gamma"": 2.2007624686980067, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",1305.7938232421875,1664.203863713818,5.481540353342921,-0.23259357517223767,1242.8968505859375,1686.767470637254,5.16902089961805,-0.25859623922994013,1274.3453369140625,1675.485667175536,5.3252806264804855,-0.2455949072010889
3ea267c5-5e6f-4cd9-80d9-fd8817f4b807,XGBoost,"{""n_estimators"": 1000, ""max_depth"": 2, ""learning_rate"": 0.12229771723580238, ""subsample"": 0.6479385875385398, ""colsample_bytree"": 0.6215311164246602, ""min_child_weight"": 1, ""reg_lambda"": 0.4105718776722006, ""gamma"": 0.02061253210501804, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",5200.6767578125,6149.19832173268,28.155189124426,-0.5548787814069855,5594.849609375,7739.170239760849,28.496547427534065,-0.2055019592667935,5397.76318359375,6944.184280746764,28.32586827598003,-0.3801903703368895
3f777693-5345-428e-bf52-0b575fc53f20,XGBoost,"{""n_estimators"": 1000, ""max_depth"": 6, ""learning_rate"": 0.013873918534603936, ""subsample"": 0.9379958902620493, ""colsample_bytree"": 0.8866319736364462, ""min_child_weight"": 4, ""reg_lambda"": 0.6733467055241452, ""gamma"": 4.979812555340124, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",1387.36474609375,2245.6692766300207,0.9397843019931176,-1.6429607328220066,4267.37841796875,8287.270238142351,3.0325396004655456,-47.0918227689315,2827.37158203125,5266.469757386186,1.9861619512293316,-24.367391750876752
43509ccb-0613-415f-9115-b9a1732a9c0c,XGBoost,"{""n_estimators"": 200, ""max_depth"": 4, ""learning_rate"": 0.05018421679288628, ""subsample"": 0.9416221920015159, ""colsample_bytree"": 0.6282572457368232, ""min_child_weight"": 1, ""reg_lambda"": 3.6407556542584274, ""gamma"": 1.3678613939322415, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",2214.862060546875,2650.5862559064176,16.415659492959232,-0.27475695189371985,2861.453857421875,3397.151895338211,21.53888304202989,-0.8596860677368725,2538.157958984375,3023.869075622314,18.97727126749456,-0.5672215098152962
450102af-8be0-491a-bbd3-6399d9e70f68,XGBoost,"{""n_estimators"": 1200, ""max_depth"": 2, ""learning_rate"": 0.02513734458845407, ""subsample"": 0.6071847502459278, ""colsample_bytree"": 0.6058268031335812, ""min_child_weight"": 10, ""reg_lambda"": 15.421779524164808, ""gamma"": 3.3820892378437524, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",2536.9052734375,3358.2145553850487,2.4269877651690877,-1.2801043309245785,2712.2412109375,3433.55442653819,2.59254578827113,-1.4433227898374499,2624.5732421875,3395.884490961619,2.5097667767201086,-1.3617135603810142
684ce2ca-716e-47f0-a3b8-5cc60395f4a2,RCNN,"{""filters"": 64, ""kernel_size"": 7, ""rnn_units"": 64, ""rnn_type"": ""lstm"", ""dropout"": 0.3, ""lr"": 0.002470540427082325}",6.856203556060791,9.110755567152186,96.1153182182866,-0.521132009334879,4.418297290802002,5.403325872178822,85.19913031632144,-0.13521385439062605,5.6372504234313965,7.257040719665504,90.65722426730403,-0.32817293186275254
6bb1fe3b-a775-4cf5-8bbb-6f435814cee5,XGBoost,"{""n_estimators"": 1200, ""max_depth"": 5, ""learning_rate"": 0.04843658223668321, ""subsample"": 0.9514508026332132, ""colsample_bytree"": 0.9289107397245091, ""min_child_weight"": 4, ""reg_lambda"": 18.936171116194153, ""gamma"": 0.37225310368676695, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",13062.9443359375,15230.529866028955,40.53220804602947,0.6545982104511803,15762.912109375,21531.96990523626,45.7679686041171,0.4270483755328336,14412.92822265625,18381.249885632606,43.150088325073284,0.5408232929920069
724f4c96-2c07-49af-a06e-17bdefdc7db9,XGBoost,"{""n_estimators"": 1200, ""max_depth"": 2, ""learning_rate"": 0.024795758443471056, ""subsample"": 0.6039698962347249, ""colsample_bytree"": 0.8604063212686378, ""min_child_weight"": 6, ""reg_lambda"": 19.90331362835953, ""gamma"": 3.479312489737048, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",151621.78125,152035.73474680222,24.65983151916519,-13.078055732767123,188057.609375,190461.1505163192,29.8433954253967,-2669.670877662407,169839.6953125,171248.44263156073,27.251613472280944,-1341.374466697587
76181b84-517a-4e3d-bd31-809ba092395a,XGBoost,"{""n_estimators"": 400, ""max_depth"": 7, ""learning_rate"": 0.015026766283705782, ""subsample"": 0.8379116554674189, ""colsample_bytree"": 0.9060313652950324, ""min_child_weight"": 1, ""reg_lambda"": 0.04484842616274591, ""gamma"": 2.9091454234453553, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",3480.04638671875,4115.5271837274995,0.7217990169435231,0.2815725308753131,4255.1611328125,5026.547125015342,0.8811537149528244,0.0784095524554681,3867.603759765625,4571.037154371421,0.8014763659481737,0.1799910416653906
788824e1-39d8-468d-baa1-c0649a20fb08,XGBoost,"{""n_estimators"": 600, ""max_depth"": 7, ""learning_rate"": 0.018187859051288217, ""subsample"": 0.8056937753654446, ""colsample_bytree"": 0.836965827544817, ""min_child_weight"": 1, ""reg_lambda"": 1.0128002032729382, ""gamma"": 0.8526206184364576, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",2575.429443359375,3501.771694442686,20.370712989513564,-0.5763106830501352,2477.937744140625,3359.5410400827077,20.54301764238444,-0.12211974783501622,2526.68359375,3430.656367262697,20.456865315949003,-0.3492152154425757
79e54d03-0f0f-41f8-a6a8-d6e2dbf7e012,XGBoost,"{""n_estimators"": 600, ""max_depth"": 3, ""learning_rate"": 0.12892387929736615, ""subsample"": 0.6653214663883559, ""colsample_bytree"": 0.9605774125153996, ""min_child_weight"": 8, ""reg_lambda"": 0.04231548305662212, ""gamma"": 3.5580936497837374, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",2775.865966796875,3516.052758421011,29.02228831216688,-0.0132812024785125,2506.311279296875,3137.1072662566066,26.891806704028266,0.17046142125670083,2641.088623046875,3326.580012338809,27.957047508097574,0.07859010938909416
7ceee0a4-350f-401d-82a8-2bda9832268e,XGBoost,"{""n_estimators"": 400, ""max_depth"": 8, ""learning_rate"": 0.1253266491347137, ""subsample"": 0.7845619357947551, ""colsample_bytree"": 0.7078824371352161, ""min_child_weight"": 1, ""reg_lambda"": 0.3245973094507874, ""gamma"": 2.4268795656187336, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",2288.2734375,2706.7563614038113,20.993989105428952,-0.4802708784778036,1954.7109375,2439.8100335886807,17.950629510303074,-0.6209246916030429,2121.4921875,2573.283197496246,19.472309307866013,-0.5505977850404232
7da71867-aea3-4854-b152-db96a25ddf4f,GRU_LSTM,"{""gru_units"": 32, ""lstm_units"": 96, ""dropout"": 0.3, ""lr"": 0.0004983319160125723}",0.10636306554079056,0.12871803646163082,200.0,0.0,0.09541616588830948,0.1135453852611813,200.0,0.0,0.10088961571455002,0.12113171086140606,200.0,0.0
7f1a43fb-9559-4d4c-af83-aadca7fd6686,XGBoost,"{""n_estimators"": 1200, ""max_depth"": 4, ""learning_rate"": 0.023337952670376732, ""subsample"": 0.6077552324088846, ""colsample_bytree"": 0.8684032404612834, ""min_child_weight"": 7, ""reg_lambda"": 19.28154852135865, ""gamma"": 3.6768041993598573, ""random_state"": 42, ""tree_method"": ""hist"", ""n_jobs"": -1, ""objective"": ""reg:squarederror""}",2187.8916015625,2820.680502999232,28.545759101177755,-0.28086087654246916,2090.839599609375,2689.0,26.923365965290643,-0.07407271867234688,2139.3656005859375,2754.840251499616,27.734562533234197,-0.17746679760740802
