number,value,datetime_start,datetime_complete,duration,params_dropout,params_gru_units,params_lr,params_lstm_units,user_attrs_val_metrics,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
0,91917.33203125,2026-02-24 05:19:21.966295,2026-02-24 05:19:24.934748,0 days 00:00:02.968453,0.2,64,0.0011114989443094978,32,"{'MAE_15m': 92385.46875, 'RMSE_15m': 92454.83671501454, 'sMAPE_15m': 199.99683253199046, 'R2_15m': -665.609118751107, 'MAE_30m': 91449.1953125, 'RMSE_30m': 91572.37102969432, 'sMAPE_30m': 199.9940141081511, 'R2_30m': -370.79813850232466, 'MAE_avg': 91917.33203125, 'RMSE_avg': 92013.60387235443, 'sMAPE_avg': 199.99542332007078, 'R2_avg': -518.2036286267158}",91918.4453125,91918.1015625,COMPLETE
1,91918.34375,2026-02-24 05:19:24.935680,2026-02-24 05:19:28.096505,0 days 00:00:03.160825,0.2,64,0.0002692655251486473,32,"{'MAE_15m': 92386.0625, 'RMSE_15m': 92455.43479969147, 'sMAPE_15m': 199.99938289117682, 'R2_15m': -665.617769905245, 'MAE_30m': 91450.625, 'RMSE_30m': 91573.84709620973, 'sMAPE_30m': 199.9999416241904, 'R2_30m': -370.8101285040809, 'MAE_avg': 91918.34375, 'RMSE_avg': 92014.6409479506, 'sMAPE_avg': 199.9996622576836, 'R2_avg': -518.213949204663}",91918.3359375,,COMPLETE
2,91918.4140625,2026-02-24 05:19:28.097290,2026-02-24 05:19:30.343418,0 days 00:00:02.246128,0.3,32,0.000117115099555241,96,,91918.4140625,,PRUNED
3,91918.3984375,2026-02-24 05:19:30.343979,2026-02-24 05:19:32.512798,0 days 00:00:02.168819,0.3,32,0.00044684675025045853,64,,91918.3984375,,PRUNED
4,91918.2109375,2026-02-24 05:19:32.513482,2026-02-24 05:19:34.875786,0 days 00:00:02.362304,0.3,64,0.00018752209455786411,32,,91918.25,91918.2109375,PRUNED
5,91918.3671875,2026-02-24 05:19:34.876422,2026-02-24 05:19:37.760495,0 days 00:00:02.884073,0.2,32,0.0003023795012558478,96,,91918.3671875,,PRUNED
6,91903.0,2026-02-24 05:19:37.761119,2026-02-24 05:19:40.800415,0 days 00:00:03.039296,0.2,96,0.002869139536545374,96,"{'MAE_15m': 92371.1796875, 'RMSE_15m': 92440.56460234328, 'sMAPE_15m': 199.9348601682418, 'R2_15m': -665.4032944846945, 'MAE_30m': 91434.8203125, 'RMSE_30m': 91558.07040343303, 'sMAPE_30m': 199.93071858496816, 'R2_30m': -370.6820409308854, 'MAE_avg': 91903.0, 'RMSE_avg': 91999.31750288815, 'sMAPE_avg': 199.932789376605, 'R2_avg': -518.04266770779}",91917.3125,91911.875,COMPLETE
7,91918.3984375,2026-02-24 05:19:40.801194,2026-02-24 05:19:43.017790,0 days 00:00:02.216596,0.0,32,0.0001483039268456802,32,,91918.3984375,,PRUNED
8,91918.3984375,2026-02-24 05:19:43.018463,2026-02-24 05:19:45.162363,0 days 00:00:02.143900,0.3,32,0.0004983319160125723,96,,91918.3984375,,PRUNED
9,91918.4140625,2026-02-24 05:19:45.162958,2026-02-24 05:19:48.014750,0 days 00:00:02.851792,0.0,96,0.00014433402406338895,64,,91918.4140625,,PRUNED
