number,value,datetime_start,datetime_complete,duration,params_dropout,params_filters,params_kernel_size,params_lr,params_rnn_type,params_rnn_units,user_attrs_val_metrics,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
0,19222.4921875,2026-02-24 05:24:28.721214,2026-02-24 05:24:30.788128,0 days 00:00:02.066914,0.0,64,3,0.00018559980846490597,lstm,64,"{'MAE_15m': 18953.908203125, 'RMSE_15m': 19588.032264625253, 'sMAPE_15m': 199.96099555141004, 'R2_15m': -14.699048956539324, 'MAE_30m': 19491.076171875, 'RMSE_30m': 20316.45480884891, 'sMAPE_30m': 199.9639224868311, 'R2_30m': -11.562611438003785, 'MAE_avg': 19222.4921875, 'RMSE_avg': 19952.24353673708, 'sMAPE_avg': 199.96245901912056, 'R2_avg': -13.130830197271553}",19224.025390625,19223.466796875,COMPLETE
1,19220.3798828125,2026-02-24 05:24:30.788949,2026-02-24 05:24:32.872206,0 days 00:00:02.083257,0.3,96,7,0.000117115099555241,gru,96,"{'MAE_15m': 18950.8203125, 'RMSE_15m': 19585.044089815066, 'sMAPE_15m': 199.89067408289569, 'R2_15m': -14.69425837863212, 'MAE_30m': 19489.939453125, 'RMSE_30m': 20315.36797599295, 'sMAPE_30m': 199.9384085384007, 'R2_30m': -11.561266000620321, 'MAE_avg': 19220.3798828125, 'RMSE_avg': 19950.20603290401, 'sMAPE_avg': 199.9145413106482, 'R2_avg': -13.127762189626221}",19223.564453125,19222.279296875,COMPLETE
2,19223.888671875,2026-02-24 05:24:32.873070,2026-02-24 05:24:34.292891,0 days 00:00:01.419821,0.3,32,5,0.00024112898115291975,lstm,96,,19223.888671875,,PRUNED
3,19223.853515625,2026-02-24 05:24:34.293507,2026-02-24 05:24:35.691008,0 days 00:00:01.397501,0.2,32,7,0.0003023795012558478,gru,64,,19223.853515625,,PRUNED
4,19216.462890625,2026-02-24 05:24:35.691579,2026-02-24 05:24:38.386722,0 days 00:00:02.695143,0.3,96,7,0.0011069143219393448,lstm,64,"{'MAE_15m': 18948.376953125, 'RMSE_15m': 19582.68296225009, 'sMAPE_15m': 199.83552775051317, 'R2_15m': -14.690474509471912, 'MAE_30m': 19484.548828125, 'RMSE_30m': 20310.188970071154, 'sMAPE_30m': 199.81759184661718, 'R2_30m': -11.55486329203748, 'MAE_avg': 19216.462890625, 'RMSE_avg': 19946.43596616062, 'sMAPE_avg': 199.82655979856517, 'R2_avg': -13.122668900754697}",19220.548828125,19217.986328125,COMPLETE
5,19221.736328125,2026-02-24 05:24:38.387501,2026-02-24 05:24:40.040660,0 days 00:00:01.653159,0.3,64,7,0.0004983319160125723,gru,32,,19222.919921875,19221.736328125,PRUNED
6,19219.47265625,2026-02-24 05:24:40.041322,2026-02-24 05:24:41.709644,0 days 00:00:01.668322,0.0,96,5,0.0021907142272152816,lstm,32,,19221.4296875,19219.47265625,PRUNED
7,19216.365234375,2026-02-24 05:24:41.710328,2026-02-24 05:24:43.802114,0 days 00:00:02.091786,0.3,96,7,0.0006261435181296009,gru,64,"{'MAE_15m': 18948.017578125, 'RMSE_15m': 19582.332445344706, 'sMAPE_15m': 199.82732306349092, 'R2_15m': -14.68991344141526, 'MAE_30m': 19484.712890625, 'RMSE_30m': 20310.346525847362, 'sMAPE_30m': 199.8212667323971, 'R2_30m': -11.555056752753988, 'MAE_avg': 19216.365234375, 'RMSE_avg': 19946.339485596036, 'sMAPE_avg': 199.82429489794401, 'R2_avg': -13.122485097084624}",19221.111328125,19217.798828125,COMPLETE
8,19213.359375,2026-02-24 05:24:43.803103,2026-02-24 05:24:45.916109,0 days 00:00:02.113006,0.3,64,7,0.002470540427082325,lstm,64,"{'MAE_15m': 18945.548828125, 'RMSE_15m': 19579.9440244348, 'sMAPE_15m': 199.77128236692124, 'R2_15m': -14.686085561666042, 'MAE_30m': 19481.169921875, 'RMSE_30m': 20306.946200746188, 'sMAPE_30m': 199.74175075942932, 'R2_30m': -11.550855246401392, 'MAE_avg': 19213.359375, 'RMSE_avg': 19943.445112590496, 'sMAPE_avg': 199.7565165631753, 'R2_avg': -13.118470404033717}",19218.533203125,19215.716796875,COMPLETE
9,19223.177734375,2026-02-24 05:24:45.916919,2026-02-24 05:24:47.298417,0 days 00:00:01.381498,0.0,96,5,0.00025798509464504095,lstm,64,,19223.177734375,,PRUNED
