device,train_rows_raw,train_days,target_count,target_mean,target_std,target_nunique,target_nonzero_ratio,target_zero_ratio,target_p95,target_max,target_min,y_15_count,y_15_mean,y_15_std,y_15_nunique,y_15_nonzero_ratio,y_15_zero_ratio,y_15_p95,y_15_max,y_15_min,y_30_count,y_30_mean,y_30_std,y_30_nunique,y_30_nonzero_ratio,y_30_zero_ratio,y_30_p95,y_30_max,y_30_min,train_rows_labeled,min_y_nunique,min_y_std,min_y_nonzero_ratio,prefilter_reason,pass_target_prefilter
10020b75-e523-45b8-8905-4763865d6e19,17855,210,17855,298.89116462772324,275.7925154293129,11587,0.6505180621674601,0.3494819378325399,946.249955749512,1499.22509765625,0.0,11763,440.60784665017223,219.88261468715385,11295,0.9615744282921024,0.03842557170789764,947.1176727294921,949.8303985595704,0.0,11689,440.46750845598956,219.8643298251405,11222,0.9613311660535546,0.03866883394644537,947.1000040690105,949.8303985595704,0.0,11683,11222,219.8643298251405,0.9613311660535546,,True
e43f8a7a-2d75-4902-a1a0-27748f978ebd,12086,145,12086,392.2016617206358,70.57339746351519,11674,0.9688068839980142,0.03119311600198577,413.3192329406739,419.6678161621095,0.0,11392,404.88734996443833,5.316803340848511,11376,1.0,0.0,413.4261978149414,419.6678161621095,384.9044494628906,11323,404.89687395894003,5.313997932917645,11308,1.0,0.0,413.4267059326174,419.6678161621095,384.9044494628906,11312,11308,5.313997932917645,1.0,,True
7f1a43fb-9559-4d4c-af83-aadca7fd6686,12980,157,12980,281.92682196179726,169.61998351953213,9585,0.7406779661016949,0.2593220338983051,394.5177281697592,403.863403320313,0.0,10996,322.0329399822148,141.1297152720846,9290,0.8464896325936704,0.15351036740632956,394.94693756103527,403.863403320313,0.0,10925,321.68104360954936,141.42541833250468,9221,0.845675057208238,0.154324942791762,394.9736633300783,403.863403320313,0.0,10919,9221,141.1297152720846,0.845675057208238,,True
ea267c5-5e6f-4cd9-80d9-fd8817f4b807,17201,202,17201,209.7674420740435,188.11951148836857,9553,0.5557235044474158,0.44427649555258414,399.7822647094728,404.2615152994793,0.0,10241,347.09049169972934,104.48014867710442,9411,0.9193438140806562,0.08065618591934381,400.721211751302,404.2615152994793,0.0,10214,347.0168083705819,104.60288002020879,9384,0.9191306050518896,0.08086939494811043,400.724782816569,404.2615152994793,0.0,10213,9384,104.48014867710442,0.9191306050518896,,True
79e54d03-0f0f-41f8-a6a8-d6e2dbf7e012,11772,150,11772,356.09039414699953,120.34046388578187,10540,0.8979782534828407,0.10202174651715937,406.58913726806634,409.811370849609,0.0,10262,396.4873020868743,9.157097877144734,10234,1.0,0.0,406.73226470947316,409.811370849609,371.119384765625,10184,396.46975571436866,9.16602157311269,10156,1.0,0.0,406.73703155517575,409.811370849609,371.119384765625,10182,10156,9.157097877144734,1.0,,True
788824e1-39d8-468d-baa1-c0649a20fb08,13125,157,13125,281.6996727367537,176.82449930547298,9302,0.7174095238095238,0.28259047619047617,396.6298665364585,400.627532958984,0.0,9134,392.66727309897686,2.980499964981753,9122,1.0,0.0,396.99674530029324,400.627532958984,381.950347900391,9070,392.67137081417087,2.9809256906432764,9058,1.0,0.0,397.0034675598148,400.627532958984,381.950347900391,9022,9058,2.980499964981753,1.0,,True
e2387f36-6cbe-43de-84b4-539f74567499,11317,138,11317,312.74753569410586,152.29340293131472,9109,0.808429795882301,0.19157020411769904,392.60290527343767,397.1146850585935,0.0,8913,386.8329521015707,4.052118148459575,8889,1.0,0.0,392.8060607910157,397.1146850585935,372.442184448242,8854,386.8264486816811,4.042107473999135,8830,1.0,0.0,392.7885955810548,397.1146850585935,372.442184448242,8848,8830,4.042107473999135,1.0,,True
ade6f3b3-abdd-4343-9b96-3007337822ac,10828,140,10828,448.799514048529,448.93988235990025,6568,0.7272811230144071,0.2727188769855929,1496.9677734375,1496.9677734375,0.0,7663,616.0847712954896,414.85963351658273,6415,1.0,0.0,1496.9677734375,1496.9677734375,377.7995503743493,7613,616.6025589722834,415.2275564838517,6370,1.0,0.0,1496.9677734375,1496.9677734375,377.7995503743493,7607,6370,414.85963351658273,1.0,,True
684ce2ca-716e-47f0-a3b8-5cc60395f4a2,8401,110,8401,280.2534906851774,178.02071712687817,5972,0.7126532555648137,0.28734674443518626,399.2058258056645,402.724884033203,0.0,5939,393.26098315167286,5.145987586167492,5930,1.0,0.0,399.6507232666016,402.724884033203,194.071273803711,5909,393.26448831619024,5.13935878320955,5900,1.0,0.0,399.6398681640628,402.724884033203,194.071273803711,5907,5900,5.13935878320955,1.0,,True
43509ccb-0613-415f-9115-b9a1732a9c0c,11913,144,11913,95.36483368673065,111.27357027308892,5033,0.4237387727692437,0.5762612272307563,230.5774139404298,235.0258076985677,0.0,4882,225.07737975672072,5.541111155920694,4873,1.0,0.0,231.35464515686024,235.0258076985677,207.93778483072933,4836,225.09071340842263,5.550812427965385,4828,1.0,0.0,231.38155619303402,235.0258076985677,207.93778483072933,4833,4828,5.541111155920694,1.0,,True
7ceee0a4-350f-401d-82a8-2bda9832268e,5669,139,5669,227.21892797972868,193.3339153493132,3279,0.5801728699947081,0.4198271300052919,395.9664916992186,400.516448974609,0.0,3170,391.51190817398736,8.319896197978318,3168,0.9996845425867508,0.0003154574132492114,396.58749262491864,400.516448974609,0.0,3084,391.51369045041525,8.420811845902378,3082,0.9996757457846952,0.00032425421530479895,396.58841578165686,400.516448974609,0.0,3082,3082,8.319896197978318,0.9996757457846952,,True
cc74202d-eb54-4e29-886f-e08d0f0ba1cd,4996,142,4996,164.3966136226853,183.4745953479276,2207,0.4455564451561249,0.5544435548438751,376.81969833374023,386.6741739908857,0.0,2081,368.6371480027358,13.734522634909233,2077,0.9990389235944258,0.0009610764055742432,379.528930664063,386.6741739908857,0.0,2011,368.64164622853934,13.932093601621787,2007,0.9990054699154649,0.000994530084535057,379.57476043701183,386.6741739908857,0.0,2008,2007,13.734522634909233,0.9990054699154649,,True
